top - 09:54:55 up 44 days, 27 min,  1 user,  load average: 1.24, 1.02, 0.88
Tasks: 382 total,   1 running, 304 sleeping,   0 stopped,   0 zombie
%Cpu(s): 13.4 us,  5.7 sy,  0.1 ni, 79.6 id,  0.0 wa,  0.0 hi,  1.2 si,  0.0 st
KiB Mem : 16251892 total,   556224 free,  6461480 used,  9234188 buff/cache
KiB Swap:  2097148 total,  1555884 free,   541264 used.  8962312 avail Mem 

  PID USER      PR  NI    VIRT    RES    SHR S  %CPU %MEM     TIME+ COMMAND
11192 root      20   0       0      0      0 I   0.0  0.0   0:00.00 [kworker/4:0-eve]
11399 andrew    20   0   22848   5340   3484 S   0.0  0.0   0:00.21 bash
11850 root       0 -20       0      0      0 I   0.0  0.0   3:11.49 [kworker/4:2H-kb]
12206 root      20   0  103052   7616   6120 S   0.0  0.0   0:01.74 /usr/local/pulse/pulsesvc
12447 andrew    20   0 20.543g 150364  96860 S   0.0  0.9   0:05.29 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=3585 --enable-crash-reporter=bd1bb0aa-8fb8-4303-9c9+
12565 root      20   0       0      0      0 I   0.0  0.0   0:00.16 [kworker/3:2-eve]
12602 root      20   0       0      0      0 I   0.0  0.0   0:01.75 [kworker/1:1-eve]
12826 andrew    20   0 20.535g 127616  89312 S   0.0  0.8   0:02.41 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=3585 --enable-crash-reporter=bd1bb0aa-8fb8-4303-9c9+
13140 root       0 -20       0      0      0 I   0.0  0.0   0:00.00 [kworker/6:2H-kb]
13176 root       0 -20       0      0      0 I   0.0  0.0   0:00.00 [kworker/7:2H-kb]
14025 andrew    20   0  274004  17696   6164 S   0.0  0.1   0:00.16 spring server | rmd | started 33 mins ago
14028 andrew    20   0  551872  80044  16456 S   0.0  0.5   0:07.57 spring app    | rmd | started 33 mins ago | development mode
14043 root      20   0       0      0      0 I   0.0  0.0   0:00.00 [kworker/5:2-eve]
15030 uuidd     20   0   28144      8      0 S   0.0  0.0   0:00.18 /usr/sbin/uuidd --socket-activation
15390 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 [loop35]
15420 root      20   0       0      0      0 I   0.0  0.0   0:00.00 [kworker/7:0]
15525 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 [loop38]
15946 andrew    20   0 20.555g 142036  97572 S   0.0  0.9   0:03.09 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=3585 --enable-crash-reporter=bd1bb0aa-8fb8-4303-9c9+
16048 andrew    20   0  363468   3232   1900 S   0.0  0.0   0:00.12 /usr/lib/gvfs/gvfsd-network --spawner :1.22 /org/gtk/gvfs/exec_spaw/1
16056 andrew    20   0 20.488g  59868  44852 S   0.0  0.4   0:00.04 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=3585 --enable-crash-reporter=bd1bb0aa-8fb8-4303-9c9+
16179 andrew    20   0  374188   1024    108 S   0.0  0.0   0:00.81 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.22 /org/gtk/gvfs/exec_spaw/5
16209 andrew    20   0    4632   1732   1632 S   0.0  0.0   0:00.05 /bin/sh /snap/rubymine/261/bin/rubymine.sh
16324 andrew    20   0   11704   5044   1524 S   0.0  0.0   0:06.39 /snap/rubymine/261/bin/fsnotifier
16546 root      20   0       0      0      0 I   0.0  0.0   0:00.05 [kworker/0:2-eve]
17876 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 [loop7]
18014 root      20   0       0      0      0 I   0.0  0.0   0:01.01 [kworker/3:0-eve]
18455 root      20   0       0      0      0 I   0.0  0.0   0:00.00 [kworker/7:2-mm_]
18461 andrew    20   0 20.562g 143020  99380 S   0.0  0.9   0:08.62 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=3585 --enable-crash-reporter=bd1bb0aa-8fb8-4303-9c9+
18474 root      20   0       0      0      0 I   0.0  0.0   0:05.23 [kworker/6:0-eve]
19486 root      20   0       0      0      0 I   0.0  0.0   0:01.93 [kworker/0:0-rcu]
19734 andrew    20   0 20.535g 149292  98520 S   0.0  0.9   0:11.00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=3585 --enable-crash-reporter=bd1bb0aa-8fb8-4303-9c9+
20705 root       0 -20       0      0      0 I   0.0  0.0   0:00.00 [xfsalloc]
20706 root       0 -20       0      0      0 I   0.0  0.0   0:00.00 [xfs_mru_cache]
20718 root      20   0       0      0      0 S   0.0  0.0   0:00.00 [jfsIO]
20719 root      20   0       0      0      0 S   0.0  0.0   0:00.00 [jfsCommit]
20720 root      20   0       0      0      0 S   0.0  0.0   0:00.00 [jfsCommit]
20721 root      20   0       0      0      0 S   0.0  0.0   0:00.00 [jfsCommit]
20722 root      20   0       0      0      0 S   0.0  0.0   0:00.00 [jfsCommit]
20723 root      20   0       0      0      0 S   0.0  0.0   0:00.00 [jfsCommit]
20724 root      20   0       0      0      0 S   0.0  0.0   0:00.00 [jfsCommit]
20725 root      20   0       0      0      0 S   0.0  0.0   0:00.00 [jfsCommit]
20726 root      20   0       0      0      0 S   0.0  0.0   0:00.00 [jfsCommit]
20727 root      20   0       0      0      0 S   0.0  0.0   0:00.00 [jfsSync]
20806 root      20   0       0      0      0 I   0.0  0.0   0:01.80 [kworker/u16:1-e]
20953 root       0 -20       0      0      0 S   0.0  0.0   0:00.31 [loop21]
23203 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 [loop20]
23396 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 [loop4]
25518 root      20   0       0      0      0 I   0.0  0.0   0:00.00 [kworker/3:1-mm_]
25540 root      20   0 1429204  86516  47840 S   0.0  0.5   4:43.31 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
26387 root      20   0       0      0      0 I   0.0  0.0   0:27.94 [kworker/5:1-eve]
27001 andrew    20   0   22960   5424   3564 S   0.0  0.0   0:00.15 bash
28482 root      20   0       0      0      0 I   0.0  0.0   0:00.00 [kworker/2:1-eve]
29252 gdm       20   0  187776    992    476 S   0.0  0.0   0:00.00 /usr/lib/dconf/dconf-service
30337 root      20   0       0      0      0 I   0.0  0.0   0:00.37 [kworker/4:2-eve]
30349 root      20   0       0      0      0 I   0.0  0.0   0:01.42 [kworker/u16:2-i]
30352 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 [loop0]
30557 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 [loop17]
30635 andrew    20   0 20.570g 189692 100672 S   0.0  1.2   0:09.04 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=3585 --enable-crash-reporter=bd1bb0aa-8fb8-4303-9c9+
31594 root     -51   0       0      0      0 S   0.0  0.0   0:00.00 [irq/128-mei_me]
31887 root      20   0   25988   6260   4976 S   0.0  0.0   0:00.01 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/dhclient-wlp2s0.pid -lf /var/lib/NetworkManager/dhclient-e3a5+
32198 root      20   0   25988   6460   5160 S   0.0  0.0   0:00.00 /sbin/dhclient -d -q -6 -N -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/dhclient6-wlp2s0.pid -lf /var/lib/NetworkManager/dhclie+
32395 root      20   0       0      0      0 I   0.0  0.0   0:00.00 [kworker/6:2-eve]
